ID1,ID2,species,data,state
ENOG4102NDK,KOG0841,Dd,0.290196243035,
ENOG4102NDK,KOG0952,Dd,0.0100256891293,
ENOG4102NDK,KOG0970,Dd,0.047592024921,
ENOG4102NDK,KOG0985,Dd,0.0954191079281,
ENOG4102NDK,KOG1060,Dd,0.207121897874,
ENOG4102NDK,KOG1062,Dd,0.0430780512595,
ENOG4102NDK,KOG1101,Dd,0.150858404308,
ENOG4102NDK,KOG1279,Dd,-0.0449122494878,
ENOG4102NDK,KOG1350,Dd,0.0571928883275,
ENOG4102NDK,KOG1376,Dd,0.203702770806,
ENOG4102NDK,KOG1475,Dd,0.278282776147,
ENOG4102NDK,KOG1531,Dd,-0.0277533142432,
ENOG4102NDK,KOG1554,Dd,0.372319463165,
ENOG4102NDK,KOG1652,Dd,-0.0432709565248,
ENOG4102NDK,KOG1670,Dd,0.050994110519,
ENOG4102NDK,KOG1694,Dd,0.344138291237,
ENOG4102NDK,KOG1748,Dd,0.164449855299,
ENOG4102NDK,KOG1758,Dd,0.0857914985603,
ENOG4102NDK,KOG1760,Dd,-0.100969911179,
ENOG4102NDK,KOG1769,Dd,0.0298338963746,
ENOG4102NDK,KOG1780,Dd,-0.0967250121794,
ENOG4102NDK,KOG1783,Dd,-0.060990172395,
ENOG4102NDK,KOG1784,Dd,-0.0552501727012,
ENOG4102NDK,KOG1795,Dd,0.243185238292,
ENOG4102NDK,KOG1898,Dd,-0.013767633591,
ENOG4102NDK,KOG1942,Dd,0.0904405278263,
ENOG4102NDK,KOG2005,Dd,0.35024665513,
